Dataset,Strategy,BinCenter,BinCount
fashion-mnist-784-euclidean,GraphGuided,-140.250000,246183
fashion-mnist-784-euclidean,GraphGuided,-135.150000,249108
fashion-mnist-784-euclidean,GraphGuided,-130.050000,255128
fashion-mnist-784-euclidean,GraphGuided,-124.950000,254190
fashion-mnist-784-euclidean,GraphGuided,-119.850000,260412
fashion-mnist-784-euclidean,GraphGuided,-114.750000,263011
fashion-mnist-784-euclidean,GraphGuided,-109.650000,268172
fashion-mnist-784-euclidean,GraphGuided,-104.550000,272510
fashion-mnist-784-euclidean,GraphGuided,-99.450000,334944
fashion-mnist-784-euclidean,GraphGuided,-94.350000,285398
fashion-mnist-784-euclidean,GraphGuided,-89.250000,289884
fashion-mnist-784-euclidean,GraphGuided,-84.150000,296252
fashion-mnist-784-euclidean,GraphGuided,-79.050000,304667
fashion-mnist-784-euclidean,GraphGuided,-73.950000,311816
fashion-mnist-784-euclidean,GraphGuided,-68.850000,320430
fashion-mnist-784-euclidean,GraphGuided,-63.750000,330924
fashion-mnist-784-euclidean,GraphGuided,-58.650000,341256
fashion-mnist-784-euclidean,GraphGuided,-53.550000,350620
fashion-mnist-784-euclidean,GraphGuided,-48.450000,432481
fashion-mnist-784-euclidean,GraphGuided,-43.350000,373801
fashion-mnist-784-euclidean,GraphGuided,-38.250000,386341
fashion-mnist-784-euclidean,GraphGuided,-33.150000,397458
fashion-mnist-784-euclidean,GraphGuided,-28.050000,409563
fashion-mnist-784-euclidean,GraphGuided,-22.950000,424094
fashion-mnist-784-euclidean,GraphGuided,-17.850000,436889
fashion-mnist-784-euclidean,GraphGuided,-12.750000,445399
fashion-mnist-784-euclidean,GraphGuided,-7.650000,482433
fashion-mnist-784-euclidean,GraphGuided,-2.550000,995264
fashion-mnist-784-euclidean,GraphGuided,2.550000,16779631
fashion-mnist-784-euclidean,GraphGuided,7.650000,485649
fashion-mnist-784-euclidean,GraphGuided,12.750000,448109
fashion-mnist-784-euclidean,GraphGuided,17.850000,436374
fashion-mnist-784-euclidean,GraphGuided,22.950000,424369
fashion-mnist-784-euclidean,GraphGuided,28.050000,413243
fashion-mnist-784-euclidean,GraphGuided,33.150000,401245
fashion-mnist-784-euclidean,GraphGuided,38.250000,390299
fashion-mnist-784-euclidean,GraphGuided,43.350000,377829
fashion-mnist-784-euclidean,GraphGuided,48.450000,364023
fashion-mnist-784-euclidean,GraphGuided,53.550000,425826
fashion-mnist-784-euclidean,GraphGuided,58.650000,342251
fashion-mnist-784-euclidean,GraphGuided,63.750000,332170
fashion-mnist-784-euclidean,GraphGuided,68.850000,323004
fashion-mnist-784-euclidean,GraphGuided,73.950000,314727
fashion-mnist-784-euclidean,GraphGuided,79.050000,307762
fashion-mnist-784-euclidean,GraphGuided,84.150000,298484
fashion-mnist-784-euclidean,GraphGuided,89.250000,292555
fashion-mnist-784-euclidean,GraphGuided,94.350000,287795
fashion-mnist-784-euclidean,GraphGuided,99.450000,277836
fashion-mnist-784-euclidean,GraphGuided,104.550000,332676
fashion-mnist-784-euclidean,GraphGuided,109.650000,270406
fashion-mnist-784-euclidean,GraphGuided,114.750000,267036
fashion-mnist-784-euclidean,GraphGuided,119.850000,262284
fashion-mnist-784-euclidean,GraphGuided,124.950000,257061
fashion-mnist-784-euclidean,GraphGuided,130.050000,257260
fashion-mnist-784-euclidean,GraphGuided,135.150000,251581
fashion-mnist-784-euclidean,GraphGuided,140.250000,249156
fashion-mnist-784-euclidean,GraphGuided,145.350000,247622
fashion-mnist-784-euclidean,GraphGuided,150.450000,243010
fashion-mnist-784-euclidean,GraphGuided,155.550000,298225
fashion-mnist-784-euclidean,GraphGuided,160.650000,245577
fashion-mnist-784-euclidean,GraphGuided,165.750000,246686
fashion-mnist-784-euclidean,GraphGuided,170.850000,245549
fashion-mnist-784-euclidean,GraphGuided,175.950000,248662
fashion-mnist-784-euclidean,GraphGuided,181.050000,251381
fashion-mnist-784-euclidean,GraphGuided,186.150000,256202
fashion-mnist-784-euclidean,GraphGuided,191.250000,261197
fashion-mnist-784-euclidean,GraphGuided,196.350000,266517
fashion-mnist-784-euclidean,GraphGuided,201.450000,271705
fashion-mnist-784-euclidean,GraphGuided,206.550000,336958
fashion-mnist-784-euclidean,GraphGuided,211.650000,283771
fashion-mnist-784-euclidean,GraphGuided,216.750000,284430
fashion-mnist-784-euclidean,GraphGuided,221.850000,278387
fashion-mnist-784-euclidean,GraphGuided,226.950000,261753
fashion-mnist-784-euclidean,GraphGuided,232.050000,228364
fashion-mnist-784-euclidean,GraphGuided,237.150000,179426
fashion-mnist-784-euclidean,GraphGuided,242.250000,132447
fashion-mnist-784-euclidean,GraphGuided,247.350000,97863
fashion-mnist-784-euclidean,GraphGuided,252.450000,222495
mnist-784-euclidean,IntraVector,-252.450000,40487
mnist-784-euclidean,IntraVector,-247.350000,8059
mnist-784-euclidean,IntraVector,-242.250000,11640
mnist-784-euclidean,IntraVector,-237.150000,13916
mnist-784-euclidean,IntraVector,-232.050000,24653
mnist-784-euclidean,IntraVector,-226.950000,27050
mnist-784-euclidean,IntraVector,-221.850000,27550
mnist-784-euclidean,IntraVector,-216.750000,34259
mnist-784-euclidean,IntraVector,-211.650000,41349
mnist-784-euclidean,IntraVector,-206.550000,45997
mnist-784-euclidean,IntraVector,-201.450000,61830
mnist-784-euclidean,IntraVector,-196.350000,65775
mnist-784-euclidean,IntraVector,-191.250000,83997
mnist-784-euclidean,IntraVector,-186.150000,66636
mnist-784-euclidean,IntraVector,-181.050000,70968
mnist-784-euclidean,IntraVector,-175.950000,63624
mnist-784-euclidean,IntraVector,-170.850000,75931
mnist-784-euclidean,IntraVector,-165.750000,64156
mnist-784-euclidean,IntraVector,-160.650000,63396
mnist-784-euclidean,IntraVector,-155.550000,60552
mnist-784-euclidean,IntraVector,-150.450000,75567
mnist-784-euclidean,IntraVector,-145.350000,65206
mnist-784-euclidean,IntraVector,-140.250000,72583
mnist-784-euclidean,IntraVector,-135.150000,65719
mnist-784-euclidean,IntraVector,-130.050000,87122
mnist-784-euclidean,IntraVector,-124.950000,103181
mnist-784-euclidean,IntraVector,-119.850000,76334
mnist-784-euclidean,IntraVector,-114.750000,82599
mnist-784-euclidean,IntraVector,-109.650000,78494
mnist-784-euclidean,IntraVector,-104.550000,78112
mnist-784-euclidean,IntraVector,-99.450000,96390
mnist-784-euclidean,IntraVector,-94.350000,77227
mnist-784-euclidean,IntraVector,-89.250000,80026
mnist-784-euclidean,IntraVector,-84.150000,114897
mnist-784-euclidean,IntraVector,-79.050000,89289
mnist-784-euclidean,IntraVector,-73.950000,88097
mnist-784-euclidean,IntraVector,-68.850000,89536
mnist-784-euclidean,IntraVector,-63.750000,129023
mnist-784-euclidean,IntraVector,-58.650000,106817
mnist-784-euclidean,IntraVector,-53.550000,99487
mnist-784-euclidean,IntraVector,-48.450000,129665
mnist-784-euclidean,IntraVector,-43.350000,115244
mnist-784-euclidean,IntraVector,-38.250000,119056
mnist-784-euclidean,IntraVector,-33.150000,116806
mnist-784-euclidean,IntraVector,-28.050000,141468
mnist-784-euclidean,IntraVector,-22.950000,144677
mnist-784-euclidean,IntraVector,-17.850000,155800
mnist-784-euclidean,IntraVector,-12.750000,160754
mnist-784-euclidean,IntraVector,-7.650000,184973
mnist-784-euclidean,IntraVector,-2.550000,429804
mnist-784-euclidean,IntraVector,2.550000,38591818
mnist-784-euclidean,IntraVector,7.650000,184758
mnist-784-euclidean,IntraVector,12.750000,166604
mnist-784-euclidean,IntraVector,17.850000,157759
mnist-784-euclidean,IntraVector,22.950000,141638
mnist-784-euclidean,IntraVector,28.050000,141057
mnist-784-euclidean,IntraVector,33.150000,116751
mnist-784-euclidean,IntraVector,38.250000,122057
mnist-784-euclidean,IntraVector,43.350000,115169
mnist-784-euclidean,IntraVector,48.450000,103717
mnist-784-euclidean,IntraVector,53.550000,124572
mnist-784-euclidean,IntraVector,58.650000,107280
mnist-784-euclidean,IntraVector,63.750000,129560
mnist-784-euclidean,IntraVector,68.850000,88102
mnist-784-euclidean,IntraVector,73.950000,89347
mnist-784-euclidean,IntraVector,79.050000,91345
mnist-784-euclidean,IntraVector,84.150000,113488
mnist-784-euclidean,IntraVector,89.250000,78232
mnist-784-euclidean,IntraVector,94.350000,79604
mnist-784-euclidean,IntraVector,99.450000,81819
mnist-784-euclidean,IntraVector,104.550000,93227
mnist-784-euclidean,IntraVector,109.650000,79467
mnist-784-euclidean,IntraVector,114.750000,81939
mnist-784-euclidean,IntraVector,119.850000,76529
mnist-784-euclidean,IntraVector,124.950000,100246
mnist-784-euclidean,IntraVector,130.050000,89058
mnist-784-euclidean,IntraVector,135.150000,63274
mnist-784-euclidean,IntraVector,140.250000,75273
mnist-784-euclidean,IntraVector,145.350000,65054
mnist-784-euclidean,IntraVector,150.450000,64847
mnist-784-euclidean,IntraVector,155.550000,72544
mnist-784-euclidean,IntraVector,160.650000,66392
mnist-784-euclidean,IntraVector,165.750000,62013
mnist-784-euclidean,IntraVector,170.850000,74976
mnist-784-euclidean,IntraVector,175.950000,64643
mnist-784-euclidean,IntraVector,181.050000,68684
mnist-784-euclidean,IntraVector,186.150000,66333
mnist-784-euclidean,IntraVector,191.250000,81188
mnist-784-euclidean,IntraVector,196.350000,65584
mnist-784-euclidean,IntraVector,201.450000,54176
mnist-784-euclidean,IntraVector,206.550000,53358
mnist-784-euclidean,IntraVector,211.650000,41186
mnist-784-euclidean,IntraVector,216.750000,34021
mnist-784-euclidean,IntraVector,221.850000,26200
mnist-784-euclidean,IntraVector,226.950000,28209
mnist-784-euclidean,IntraVector,232.050000,22090
mnist-784-euclidean,IntraVector,237.150000,14937
mnist-784-euclidean,IntraVector,242.250000,11581
mnist-784-euclidean,IntraVector,247.350000,7929
mnist-784-euclidean,IntraVector,252.450000,44587
mnist-784-euclidean,IDOrder,-252.450000,1772944
mnist-784-euclidean,IDOrder,-247.350000,125764
mnist-784-euclidean,IDOrder,-242.250000,122546
mnist-784-euclidean,IDOrder,-237.150000,103591
mnist-784-euclidean,IDOrder,-232.050000,111942
mnist-784-euclidean,IDOrder,-226.950000,103328
mnist-784-euclidean,IDOrder,-221.850000,92639
mnist-784-euclidean,IDOrder,-216.750000,85117
mnist-784-euclidean,IDOrder,-211.650000,90488
mnist-784-euclidean,IDOrder,-206.550000,79269
mnist-784-euclidean,IDOrder,-201.450000,95495
mnist-784-euclidean,IDOrder,-196.350000,86762
mnist-784-euclidean,IDOrder,-191.250000,101101
mnist-784-euclidean,IDOrder,-186.150000,72407
mnist-784-euclidean,IDOrder,-181.050000,73343
mnist-784-euclidean,IDOrder,-175.950000,70815
mnist-784-euclidean,IDOrder,-170.850000,87495
mnist-784-euclidean,IDOrder,-165.750000,74468
mnist-784-euclidean,IDOrder,-160.650000,74339
mnist-784-euclidean,IDOrder,-155.550000,73918
mnist-784-euclidean,IDOrder,-150.450000,90546
mnist-784-euclidean,IDOrder,-145.350000,75567
mnist-784-euclidean,IDOrder,-140.250000,84557
mnist-784-euclidean,IDOrder,-135.150000,72865
mnist-784-euclidean,IDOrder,-130.050000,110349
mnist-784-euclidean,IDOrder,-124.950000,84545
mnist-784-euclidean,IDOrder,-119.850000,76547
mnist-784-euclidean,IDOrder,-114.750000,84185
mnist-784-euclidean,IDOrder,-109.650000,80695
mnist-784-euclidean,IDOrder,-104.550000,77562
mnist-784-euclidean,IDOrder,-99.450000,94928
mnist-784-euclidean,IDOrder,-94.350000,81003
mnist-784-euclidean,IDOrder,-89.250000,74611
mnist-784-euclidean,IDOrder,-84.150000,101619
mnist-784-euclidean,IDOrder,-79.050000,79870
mnist-784-euclidean,IDOrder,-73.950000,81816
mnist-784-euclidean,IDOrder,-68.850000,83276
mnist-784-euclidean,IDOrder,-63.750000,111179
mnist-784-euclidean,IDOrder,-58.650000,96561
mnist-784-euclidean,IDOrder,-53.550000,92952
mnist-784-euclidean,IDOrder,-48.450000,122645
mnist-784-euclidean,IDOrder,-43.350000,104608
mnist-784-euclidean,IDOrder,-38.250000,108431
mnist-784-euclidean,IDOrder,-33.150000,109237
mnist-784-euclidean,IDOrder,-28.050000,126125
mnist-784-euclidean,IDOrder,-22.950000,133415
mnist-784-euclidean,IDOrder,-17.850000,140908
mnist-784-euclidean,IDOrder,-12.750000,152008
mnist-784-euclidean,IDOrder,-7.650000,169216
mnist-784-euclidean,IDOrder,-2.550000,392965
mnist-784-euclidean,IDOrder,2.550000,33849254
mnist-784-euclidean,IDOrder,7.650000,168432
mnist-784-euclidean,IDOrder,12.750000,152395
mnist-784-euclidean,IDOrder,17.850000,141174
mnist-784-euclidean,IDOrder,22.950000,133659
mnist-784-euclidean,IDOrder,28.050000,125760
mnist-784-euclidean,IDOrder,33.150000,108764
mnist-784-euclidean,IDOrder,38.250000,109426
mnist-784-euclidean,IDOrder,43.350000,104515
mnist-784-euclidean,IDOrder,48.450000,100194
mnist-784-euclidean,IDOrder,53.550000,115219
mnist-784-euclidean,IDOrder,58.650000,96387
mnist-784-euclidean,IDOrder,63.750000,111021
mnist-784-euclidean,IDOrder,68.850000,83438
mnist-784-euclidean,IDOrder,73.950000,81475
mnist-784-euclidean,IDOrder,79.050000,80029
mnist-784-euclidean,IDOrder,84.150000,102084
mnist-784-euclidean,IDOrder,89.250000,74308
mnist-784-euclidean,IDOrder,94.350000,80749
mnist-784-euclidean,IDOrder,99.450000,75967
mnist-784-euclidean,IDOrder,104.550000,95857
mnist-784-euclidean,IDOrder,109.650000,79981
mnist-784-euclidean,IDOrder,114.750000,83501
mnist-784-euclidean,IDOrder,119.850000,76320
mnist-784-euclidean,IDOrder,124.950000,84701
mnist-784-euclidean,IDOrder,130.050000,110172
mnist-784-euclidean,IDOrder,135.150000,72399
mnist-784-euclidean,IDOrder,140.250000,84372
mnist-784-euclidean,IDOrder,145.350000,75329
mnist-784-euclidean,IDOrder,150.450000,76166
mnist-784-euclidean,IDOrder,155.550000,87952
mnist-784-euclidean,IDOrder,160.650000,74124
mnist-784-euclidean,IDOrder,165.750000,74690
mnist-784-euclidean,IDOrder,170.850000,88016
mnist-784-euclidean,IDOrder,175.950000,70415
mnist-784-euclidean,IDOrder,181.050000,73395
mnist-784-euclidean,IDOrder,186.150000,72217
mnist-784-euclidean,IDOrder,191.250000,101434
mnist-784-euclidean,IDOrder,196.350000,86726
mnist-784-euclidean,IDOrder,201.450000,80054
mnist-784-euclidean,IDOrder,206.550000,94133
mnist-784-euclidean,IDOrder,211.650000,90661
mnist-784-euclidean,IDOrder,216.750000,85395
mnist-784-euclidean,IDOrder,221.850000,92708
mnist-784-euclidean,IDOrder,226.950000,103356
mnist-784-euclidean,IDOrder,232.050000,111656
mnist-784-euclidean,IDOrder,237.150000,103537
mnist-784-euclidean,IDOrder,242.250000,122359
mnist-784-euclidean,IDOrder,247.350000,125642
mnist-784-euclidean,IDOrder,252.450000,1775136
mnist-784-euclidean,GraphGuided,-252.450000,1741406
mnist-784-euclidean,GraphGuided,-247.350000,124352
mnist-784-euclidean,GraphGuided,-242.250000,120465
mnist-784-euclidean,GraphGuided,-237.150000,102588
mnist-784-euclidean,GraphGuided,-232.050000,109817
mnist-784-euclidean,GraphGuided,-226.950000,102222
mnist-784-euclidean,GraphGuided,-221.850000,91467
mnist-784-euclidean,GraphGuided,-216.750000,84155
mnist-784-euclidean,GraphGuided,-211.650000,89194
mnist-784-euclidean,GraphGuided,-206.550000,77997
mnist-784-euclidean,GraphGuided,-201.450000,94191
mnist-784-euclidean,GraphGuided,-196.350000,85260
mnist-784-euclidean,GraphGuided,-191.250000,98548
mnist-784-euclidean,GraphGuided,-186.150000,71726
mnist-784-euclidean,GraphGuided,-181.050000,71784
mnist-784-euclidean,GraphGuided,-175.950000,69313
mnist-784-euclidean,GraphGuided,-170.850000,87076
mnist-784-euclidean,GraphGuided,-165.750000,74311
mnist-784-euclidean,GraphGuided,-160.650000,73513
mnist-784-euclidean,GraphGuided,-155.550000,72941
mnist-784-euclidean,GraphGuided,-150.450000,89695
mnist-784-euclidean,GraphGuided,-145.350000,74194
mnist-784-euclidean,GraphGuided,-140.250000,83789
mnist-784-euclidean,GraphGuided,-135.150000,72092
mnist-784-euclidean,GraphGuided,-130.050000,107190
mnist-784-euclidean,GraphGuided,-124.950000,84109
mnist-784-euclidean,GraphGuided,-119.850000,76078
mnist-784-euclidean,GraphGuided,-114.750000,81724
mnist-784-euclidean,GraphGuided,-109.650000,79209
mnist-784-euclidean,GraphGuided,-104.550000,76375
mnist-784-euclidean,GraphGuided,-99.450000,94294
mnist-784-euclidean,GraphGuided,-94.350000,80176
mnist-784-euclidean,GraphGuided,-89.250000,74130
mnist-784-euclidean,GraphGuided,-84.150000,99799
mnist-784-euclidean,GraphGuided,-79.050000,79902
mnist-784-euclidean,GraphGuided,-73.950000,81739
mnist-784-euclidean,GraphGuided,-68.850000,82749
mnist-784-euclidean,GraphGuided,-63.750000,109088
mnist-784-euclidean,GraphGuided,-58.650000,95735
mnist-784-euclidean,GraphGuided,-53.550000,92055
mnist-784-euclidean,GraphGuided,-48.450000,121767
mnist-784-euclidean,GraphGuided,-43.350000,104624
mnist-784-euclidean,GraphGuided,-38.250000,108249
mnist-784-euclidean,GraphGuided,-33.150000,108813
mnist-784-euclidean,GraphGuided,-28.050000,124865
mnist-784-euclidean,GraphGuided,-22.950000,133138
mnist-784-euclidean,GraphGuided,-17.850000,139516
mnist-784-euclidean,GraphGuided,-12.750000,152207
mnist-784-euclidean,GraphGuided,-7.650000,168309
mnist-784-euclidean,GraphGuided,-2.550000,395184
mnist-784-euclidean,GraphGuided,2.550000,33583712
mnist-784-euclidean,GraphGuided,7.650000,167349
mnist-784-euclidean,GraphGuided,12.750000,150617
mnist-784-euclidean,GraphGuided,17.850000,139143
mnist-784-euclidean,GraphGuided,22.950000,131894
mnist-784-euclidean,GraphGuided,28.050000,124748
mnist-784-euclidean,GraphGuided,33.150000,108145
mnist-784-euclidean,GraphGuided,38.250000,108134
mnist-784-euclidean,GraphGuided,43.350000,103451
mnist-784-euclidean,GraphGuided,48.450000,99248
mnist-784-euclidean,GraphGuided,53.550000,113707
mnist-784-euclidean,GraphGuided,58.650000,95487
mnist-784-euclidean,GraphGuided,63.750000,109186
mnist-784-euclidean,GraphGuided,68.850000,82597
mnist-784-euclidean,GraphGuided,73.950000,80718
mnist-784-euclidean,GraphGuided,79.050000,78510
mnist-784-euclidean,GraphGuided,84.150000,100063
mnist-784-euclidean,GraphGuided,89.250000,73610
mnist-784-euclidean,GraphGuided,94.350000,79314
mnist-784-euclidean,GraphGuided,99.450000,75020
mnist-784-euclidean,GraphGuided,104.550000,94327
mnist-784-euclidean,GraphGuided,109.650000,79489
mnist-784-euclidean,GraphGuided,114.750000,82441
mnist-784-euclidean,GraphGuided,119.850000,75657
mnist-784-euclidean,GraphGuided,124.950000,82860
mnist-784-euclidean,GraphGuided,130.050000,108462
mnist-784-euclidean,GraphGuided,135.150000,71068
mnist-784-euclidean,GraphGuided,140.250000,82905
mnist-784-euclidean,GraphGuided,145.350000,74012
mnist-784-euclidean,GraphGuided,150.450000,75570
mnist-784-euclidean,GraphGuided,155.550000,86959
mnist-784-euclidean,GraphGuided,160.650000,72764
mnist-784-euclidean,GraphGuided,165.750000,73471
mnist-784-euclidean,GraphGuided,170.850000,85434
mnist-784-euclidean,GraphGuided,175.950000,69517
mnist-784-euclidean,GraphGuided,181.050000,71667
mnist-784-euclidean,GraphGuided,186.150000,71555
mnist-784-euclidean,GraphGuided,191.250000,99010
mnist-784-euclidean,GraphGuided,196.350000,85262
mnist-784-euclidean,GraphGuided,201.450000,79034
mnist-784-euclidean,GraphGuided,206.550000,92259
mnist-784-euclidean,GraphGuided,211.650000,88452
mnist-784-euclidean,GraphGuided,216.750000,83798
mnist-784-euclidean,GraphGuided,221.850000,91187
mnist-784-euclidean,GraphGuided,226.950000,101066
mnist-784-euclidean,GraphGuided,232.050000,110121
mnist-784-euclidean,GraphGuided,237.150000,101844
mnist-784-euclidean,GraphGuided,242.250000,120039
mnist-784-euclidean,GraphGuided,247.350000,122504
mnist-784-euclidean,GraphGuided,252.450000,1719093
sift-128-euclidean,IntraVector,-215.820000,3
sift-128-euclidean,IntraVector,-211.460000,6
sift-128-euclidean,IntraVector,-207.100000,18
sift-128-euclidean,IntraVector,-202.740000,10
sift-128-euclidean,IntraVector,-198.380000,24
sift-128-euclidean,IntraVector,-194.020000,31
sift-128-euclidean,IntraVector,-189.660000,48
sift-128-euclidean,IntraVector,-185.300000,85
sift-128-euclidean,IntraVector,-180.940000,112
sift-128-euclidean,IntraVector,-176.580000,191
sift-128-euclidean,IntraVector,-172.220000,308
sift-128-euclidean,IntraVector,-167.860000,786
sift-128-euclidean,IntraVector,-163.500000,1301
sift-128-euclidean,IntraVector,-159.140000,3867
sift-128-euclidean,IntraVector,-154.780000,6627
sift-128-euclidean,IntraVector,-150.420000,12778
sift-128-euclidean,IntraVector,-146.060000,33293
sift-128-euclidean,IntraVector,-141.700000,51483
sift-128-euclidean,IntraVector,-137.340000,84310
sift-128-euclidean,IntraVector,-132.980000,168308
sift-128-euclidean,IntraVector,-128.620000,205189
sift-128-euclidean,IntraVector,-124.260000,282580
sift-128-euclidean,IntraVector,-119.900000,473017
sift-128-euclidean,IntraVector,-115.540000,451653
sift-128-euclidean,IntraVector,-111.180000,485725
sift-128-euclidean,IntraVector,-106.820000,630881
sift-128-euclidean,IntraVector,-102.460000,521329
sift-128-euclidean,IntraVector,-98.100000,674836
sift-128-euclidean,IntraVector,-93.740000,561725
sift-128-euclidean,IntraVector,-89.380000,585859
sift-128-euclidean,IntraVector,-85.020000,770524
sift-128-euclidean,IntraVector,-80.660000,652675
sift-128-euclidean,IntraVector,-76.300000,689717
sift-128-euclidean,IntraVector,-71.940000,923740
sift-128-euclidean,IntraVector,-67.580000,793575
sift-128-euclidean,IntraVector,-63.220000,850991
sift-128-euclidean,IntraVector,-58.860000,1155658
sift-128-euclidean,IntraVector,-54.500000,1009651
sift-128-euclidean,IntraVector,-50.140000,1389689
sift-128-euclidean,IntraVector,-45.780000,1231504
sift-128-euclidean,IntraVector,-41.420000,1359996
sift-128-euclidean,IntraVector,-37.060000,1917783
sift-128-euclidean,IntraVector,-32.700000,1744837
sift-128-euclidean,IntraVector,-28.340000,1986033
sift-128-euclidean,IntraVector,-23.980000,2911240
sift-128-euclidean,IntraVector,-19.620000,2789438
sift-128-euclidean,IntraVector,-15.260000,3367459
sift-128-euclidean,IntraVector,-10.900000,5489760
sift-128-euclidean,IntraVector,-6.540000,6307955
sift-128-euclidean,IntraVector,-2.180000,11720754
sift-128-euclidean,IntraVector,2.180000,30763530
sift-128-euclidean,IntraVector,6.540000,6071593
sift-128-euclidean,IntraVector,10.900000,5322684
sift-128-euclidean,IntraVector,15.260000,3298432
sift-128-euclidean,IntraVector,19.620000,2744642
sift-128-euclidean,IntraVector,23.980000,2881552
sift-128-euclidean,IntraVector,28.340000,1970515
sift-128-euclidean,IntraVector,32.700000,1737798
sift-128-euclidean,IntraVector,37.060000,1911720
sift-128-euclidean,IntraVector,41.420000,1356798
sift-128-euclidean,IntraVector,45.780000,1231610
sift-128-euclidean,IntraVector,50.140000,1385918
sift-128-euclidean,IntraVector,54.500000,1006567
sift-128-euclidean,IntraVector,58.860000,1151440
sift-128-euclidean,IntraVector,63.220000,846724
sift-128-euclidean,IntraVector,67.580000,788838
sift-128-euclidean,IntraVector,71.940000,917090
sift-128-euclidean,IntraVector,76.300000,684826
sift-128-euclidean,IntraVector,80.660000,645609
sift-128-euclidean,IntraVector,85.020000,765167
sift-128-euclidean,IntraVector,89.380000,578507
sift-128-euclidean,IntraVector,93.740000,555876
sift-128-euclidean,IntraVector,98.100000,663910
sift-128-euclidean,IntraVector,102.460000,511599
sift-128-euclidean,IntraVector,106.820000,497828
sift-128-euclidean,IntraVector,111.180000,603804
sift-128-euclidean,IntraVector,115.540000,455153
sift-128-euclidean,IntraVector,119.900000,490691
sift-128-euclidean,IntraVector,124.260000,297518
sift-128-euclidean,IntraVector,128.620000,211544
sift-128-euclidean,IntraVector,132.980000,167185
sift-128-euclidean,IntraVector,137.340000,79418
sift-128-euclidean,IntraVector,141.700000,47202
sift-128-euclidean,IntraVector,146.060000,31165
sift-128-euclidean,IntraVector,150.420000,12265
sift-128-euclidean,IntraVector,154.780000,6714
sift-128-euclidean,IntraVector,159.140000,4128
sift-128-euclidean,IntraVector,163.500000,1390
sift-128-euclidean,IntraVector,167.860000,811
sift-128-euclidean,IntraVector,172.220000,327
sift-128-euclidean,IntraVector,176.580000,183
sift-128-euclidean,IntraVector,180.940000,141
sift-128-euclidean,IntraVector,185.300000,75
sift-128-euclidean,IntraVector,189.660000,56
sift-128-euclidean,IntraVector,194.020000,41
sift-128-euclidean,IntraVector,198.380000,22
sift-128-euclidean,IntraVector,202.740000,18
sift-128-euclidean,IntraVector,207.100000,9
sift-128-euclidean,IntraVector,211.460000,4
sift-128-euclidean,IntraVector,215.820000,1
sift-128-euclidean,IDOrder,-215.820000,1
sift-128-euclidean,IDOrder,-211.460000,1
sift-128-euclidean,IDOrder,-207.100000,4
sift-128-euclidean,IDOrder,-202.740000,10
sift-128-euclidean,IDOrder,-198.380000,17
sift-128-euclidean,IDOrder,-194.020000,22
sift-128-euclidean,IDOrder,-189.660000,43
sift-128-euclidean,IDOrder,-185.300000,53
sift-128-euclidean,IDOrder,-180.940000,103
sift-128-euclidean,IDOrder,-176.580000,146
sift-128-euclidean,IDOrder,-172.220000,340
sift-128-euclidean,IDOrder,-167.860000,931
sift-128-euclidean,IDOrder,-163.500000,1796
sift-128-euclidean,IDOrder,-159.140000,5313
sift-128-euclidean,IDOrder,-154.780000,9340
sift-128-euclidean,IDOrder,-150.420000,18087
sift-128-euclidean,IDOrder,-146.060000,46176
sift-128-euclidean,IDOrder,-141.700000,69678
sift-128-euclidean,IDOrder,-137.340000,118154
sift-128-euclidean,IDOrder,-132.980000,250330
sift-128-euclidean,IDOrder,-128.620000,316856
sift-128-euclidean,IDOrder,-124.260000,441197
sift-128-euclidean,IDOrder,-119.900000,700169
sift-128-euclidean,IDOrder,-115.540000,595364
sift-128-euclidean,IDOrder,-111.180000,558585
sift-128-euclidean,IDOrder,-106.820000,639211
sift-128-euclidean,IDOrder,-102.460000,502832
sift-128-euclidean,IDOrder,-98.100000,648219
sift-128-euclidean,IDOrder,-93.740000,546815
sift-128-euclidean,IDOrder,-89.380000,578682
sift-128-euclidean,IDOrder,-85.020000,776168
sift-128-euclidean,IDOrder,-80.660000,669939
sift-128-euclidean,IDOrder,-76.300000,720504
sift-128-euclidean,IDOrder,-71.940000,980580
sift-128-euclidean,IDOrder,-67.580000,856739
sift-128-euclidean,IDOrder,-63.220000,932624
sift-128-euclidean,IDOrder,-58.860000,1284661
sift-128-euclidean,IDOrder,-54.500000,1136963
sift-128-euclidean,IDOrder,-50.140000,1579949
sift-128-euclidean,IDOrder,-45.780000,1411697
sift-128-euclidean,IDOrder,-41.420000,1567035
sift-128-euclidean,IDOrder,-37.060000,2214810
sift-128-euclidean,IDOrder,-32.700000,2022549
sift-128-euclidean,IDOrder,-28.340000,2294234
sift-128-euclidean,IDOrder,-23.980000,3352971
sift-128-euclidean,IDOrder,-19.620000,3187420
sift-128-euclidean,IDOrder,-15.260000,3800151
sift-128-euclidean,IDOrder,-10.900000,6054975
sift-128-euclidean,IDOrder,-6.540000,6667592
sift-128-euclidean,IDOrder,-2.180000,10950263
sift-128-euclidean,IDOrder,2.180000,21960438
sift-128-euclidean,IDOrder,6.540000,6650990
sift-128-euclidean,IDOrder,10.900000,6050789
sift-128-euclidean,IDOrder,15.260000,3800002
sift-128-euclidean,IDOrder,19.620000,3182780
